// General information: 
//  MT Manager version: 2021.0.0 
//  XDA version: 2021.0.0 build 5908 rev 109668 built on 2021-04-19
// Device information: 
//  DeviceId: 00B44078
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z
24843		-11.147872	5.539079	3.418221	1.115155	4.828527	-1.889466	1.316650	-0.067627	0.735596
24844		-8.830158	4.761118	5.965351	0.440083	4.242457	-2.027936	1.280029	-0.038818	0.764404
24845		-5.984366	2.130970	8.508600	-0.045681	4.085117	-2.072254	1.241211	-0.016846	0.803955
24846		-8.028917	-0.632788	10.777058	0.176700	3.964569	-1.846767	1.198242	0.005127	0.832764
24847		-12.024653	-1.930909	14.962090	1.083285	3.539727	-1.800188	1.172363	0.042725	0.856934
24848		-17.296590	0.514429	18.743730	2.241622	2.578718	-1.781424	1.144287	0.082764	0.870605
24849		-13.824809	4.056696	19.498388	2.782741	1.595296	-1.961894	1.142578	0.135986	0.866943
24850		-10.544130	6.271868	19.266665	3.128841	1.058807	-2.404834	1.131836	0.195801	0.869385
24851		-10.909335	8.924415	19.048778	3.193265	0.687180	-2.998272	1.129639	0.258057	0.865234
24852		-12.865267	10.595203	18.382094	3.153493	0.179373	-3.494014	1.136475	0.329102	0.850586
24853		-14.455701	13.353126	17.554578	2.913881	-0.487199	-3.826838	1.138428	0.404541	0.833496
24854		-14.403594	16.384336	16.716756	2.362557	-1.193287	-4.088111	1.145508	0.462402	0.812744
24855		-13.560060	17.973562	16.095644	1.525358	-1.810460	-4.273497	1.158691	0.535645	0.787354
24856		-11.298503	17.693651	15.422371	0.652061	-2.211613	-4.277584	1.172363	0.593506	0.766602
24857		-9.020377	15.720606	14.716683	-0.055441	-2.397382	-3.990453	1.186279	0.651367	0.739502
24858		-8.265172	13.645638	12.961461	-0.439128	-2.546742	-3.277459	1.209473	0.689209	0.728027
24859		-8.632828	13.050930	10.942280	-0.731126	-2.933363	-2.281599	1.239746	0.722412	0.703857
24860		-7.024251	10.939489	9.309377	-0.886393	-3.331607	-1.121601	1.285889	0.738281	0.678223
24861		-5.157666	9.684560	7.867295	-0.917565	-3.659302	0.142041	1.343994	0.736084	0.655029
24862		-3.573912	8.632080	6.557728	-0.903601	-3.855710	1.329409	1.409180	0.723145	0.619873
24863		-3.653737	7.797766	5.796193	-0.832843	-3.966126	2.310244	1.485840	0.692139	0.580811
24864		-4.821414	7.821654	5.697997	-0.755821	-4.160162	3.031674	1.565674	0.641357	0.527588
24865		-6.716437	7.335928	6.443126	-0.684501	-4.530775	3.491216	1.645508	0.588379	0.468018
24866		-9.061885	5.896194	7.083995	-0.488367	-5.119620	3.828430	1.727783	0.524414	0.385254
24867		-10.098042	4.779356	7.532611	-0.099882	-5.832261	4.124626	1.808350	0.453857	0.281738
24868		-10.451740	4.588431	7.536928	0.355113	-6.448954	4.371609	1.878174	0.367676	0.157227
24869		-9.215487	4.841251	7.828804	0.695281	-6.860948	4.504934	1.939453	0.277100	0.024170
24870		-9.068612	3.860482	7.859743	0.982341	-7.075247	4.542978	1.987549	0.177734	-0.121094
24871		-10.104699	2.388026	8.337909	1.424522	-7.202008	4.561059	2.013672	0.071777	-0.277100
24872		-12.205188	1.326794	8.839647	2.098431	-7.280210	4.603831	2.024414	-0.043213	-0.433105
24873		-14.716866	1.307473	9.090369	2.799479	-7.310727	4.788938	2.020508	-0.182617	-0.590332
24874		-19.338808	4.441772	8.911391	3.174842	-7.309097	5.038390	2.000977	-0.322021	-0.734863
24875		-23.242421	7.478660	8.462312	2.970658	-7.143671	5.283381	1.946289	-0.481689	-0.883545
24876		-27.269910	9.304352	7.219730	2.367660	-6.661879	5.588123	1.873779	-0.636719	-1.013184
24877		-35.072761	11.023174	4.395157	1.493285	-5.962335	5.897803	1.785400	-0.782959	-1.132568
24878		-42.671288	9.165078	0.508134	0.501424	-5.398054	6.090361	1.667236	-0.913818	-1.233398
24879		-43.081887	-0.762098	-5.127885	0.120268	-4.726681	6.351718	1.537842	-1.033691	-1.321777
24880		-40.690909	-6.427545	-11.478733	0.513134	-3.659646	6.395280	1.414307	-1.138184	-1.361816
24881		-36.331418	-8.448705	-15.954844	0.599367	-2.366963	5.666482	1.321533	-1.227051	-1.393799
24882		-36.103114	-8.068747	-20.038705	-0.081150	-1.132618	4.359067	1.256348	-1.273682	-1.407715
24883		-34.256877	-9.445748	-21.688583	-1.185399	-0.295250	2.783117	1.216797	-1.286865	-1.428711
24884		-32.756198	-12.890672	-21.644743	-1.624751	0.236523	1.603898	1.205566	-1.282471	-1.437500
