// General information: 
//  MT Manager version: 2021.0.0 
//  XDA version: 2021.0.0 build 5908 rev 109668 built on 2021-04-19
// Device information: 
//  DeviceId: 00B44090
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z
24843		1.326416	3.874470	9.142584	1.618599	-1.705256	1.821519	-1.136963	0.863525	0.647461
24844		3.615721	9.140381	8.994226	1.869782	-2.194693	2.258425	-1.098389	0.900879	0.663574
24845		6.168302	12.569457	8.760310	1.404765	-2.595770	2.582492	-1.055420	0.931885	0.679688
24846		7.309273	13.712869	8.009011	0.668768	-2.953005	2.890020	-1.007813	0.967041	0.706299
24847		7.890302	14.141887	7.368111	0.017843	-3.335629	3.147887	-0.942627	1.002441	0.741455
24848		8.935922	14.202824	7.229136	-0.468909	-3.755402	3.305123	-0.881592	1.028809	0.785400
24849		10.629776	14.463559	7.083608	-0.960527	-4.104811	3.371031	-0.815918	1.053223	0.842285
24850		12.468967	13.606195	5.700887	-1.788651	-4.257356	3.389416	-0.745605	1.064453	0.893066
24851		12.989802	11.162521	3.500125	-2.824871	-4.162243	3.360937	-0.670410	1.073242	0.965088
24852		12.484330	7.622693	1.588706	-3.720991	-4.049328	3.150673	-0.594727	1.064453	1.041992
24853		12.411472	3.774702	0.208427	-4.433178	-4.036000	2.839547	-0.522949	1.038330	1.121582
24854		13.935211	0.238330	-2.149097	-5.286367	-4.040825	2.499406	-0.450684	1.000977	1.207764
24855		16.440872	-1.957996	-4.779713	-6.756553	-3.474756	2.223072	-0.392578	0.926025	1.310059
24856		18.347278	-4.979784	-9.036603	-8.791257	-2.649541	1.744441	-0.344727	0.831543	1.406250
24857		19.141829	-10.920129	-14.120599	-6.995922	-1.841333	1.149308	-0.304443	0.756836	1.474609
24858		15.678247	-11.807896	-14.371529	-4.495782	-1.504818	0.680943	-0.287109	0.712891	1.529053
24859		11.918153	-11.822266	-15.529739	-3.188481	-1.038499	-0.231164	-0.276855	0.675293	1.551514
24860		10.671209	-10.102252	-16.865415	-1.737711	-0.745897	-1.092718	-0.282959	0.659912	1.585693
24861		9.736287	-7.657894	-18.565449	-0.193183	-0.315282	-1.357490	-0.294434	0.670898	1.593750
24862		8.230981	-6.584539	-18.459049	0.967374	0.772268	-1.415554	-0.339111	0.690430	1.607666
24863		6.409738	-7.247171	-16.696367	1.677315	1.956585	-1.621070	-0.388916	0.721191	1.589600
24864		5.151963	-8.088977	-14.812618	2.048978	2.847871	-1.936648	-0.465088	0.751709	1.573242
24865		4.291893	-8.273687	-13.502471	1.682924	3.754227	-2.204555	-0.554443	0.775635	1.548828
24866		2.936892	-8.474724	-13.027934	1.208599	4.703433	-2.451676	-0.662842	0.781738	1.514160
24867		1.413547	-8.785201	-12.678715	1.370034	5.502144	-2.728035	-0.784912	0.792480	1.470703
24868		0.324415	-8.910984	-12.683778	2.263751	6.223078	-3.049032	-0.918213	0.807617	1.393311
