// General information: 
//  MT Manager version: 2021.0.0 
//  XDA version: 2021.0.0 build 5908 rev 109668 built on 2021-04-19
// Device information: 
//  DeviceId: 00B44078
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z
46467		-7.812699	-7.658757	6.712264	-1.387150	4.288116	-1.291574	0.954590	-0.997803	-0.960938
46468		-19.734221	-9.046151	6.482115	-1.062662	4.130446	-1.657224	1.005127	-0.982422	-0.920654
46469		-17.959207	-8.231131	10.853105	-0.602155	3.243928	-1.718865	1.053467	-0.960205	-0.885010
46470		-12.213015	-1.639156	13.467931	0.063140	2.926204	-1.395189	1.093018	-0.951416	-0.844727
46471		-9.634483	-2.178945	8.982526	0.419750	2.719857	-0.978944	1.119629	-0.949219	-0.793701
46472		-12.444984	2.089987	9.341413	0.668701	2.541955	-0.701980	1.141846	-0.953857	-0.755127
46473		-14.090648	8.146559	9.257485	0.494359	2.169999	-0.809517	1.164063	-0.953857	-0.721191
46474		-13.848593	11.157191	4.685604	-0.073990	1.573072	-0.749506	1.188232	-0.945068	-0.697998
46475		-9.243093	6.735717	5.369018	-0.418109	1.143720	-0.655904	1.203613	-0.936035	-0.678955
46476		-6.025879	4.545984	7.314675	-0.541043	0.945464	-0.680598	1.218750	-0.925049	-0.662354
46477		-5.727402	3.507327	6.470323	-0.616860	0.686040	-0.743644	1.229492	-0.916260	-0.654053
46478		-6.762619	4.296165	6.969175	-0.686683	0.500099	-0.733884	1.240479	-0.907227	-0.641357
46479		-7.389653	1.993912	7.610039	-0.733448	0.338191	-0.664538	1.242432	-0.902832	-0.635254
46480		-7.480384	0.329588	8.600069	-0.626249	0.168745	-0.564486	1.241943	-0.887451	-0.629150
46481		-7.218419	-0.547212	8.649391	-0.454567	0.076086	-0.416340	1.246094	-0.883057	-0.618652
46482		-7.217634	-0.615482	8.412305	-0.311023	0.021014	-0.274962	1.248535	-0.887451	-0.618652
46483		-6.826830	1.395464	8.104873	-0.195129	0.026797	-0.149391	1.243896	-0.880859	-0.610352
46484		-6.162564	1.197723	8.268121	-0.127449	0.029831	-0.076946	1.241943	-0.889648	-0.597412
46485		-6.172964	1.729748	7.958716	-0.059749	0.079040	-0.027826	1.241943	-0.894043	-0.590820
46486		-5.902009	3.446924	7.505736	-0.045487	0.096283	-0.002862	1.230957	-0.898682	-0.582275
46487		-6.216161	3.776006	7.098341	-0.069460	0.088792	-0.027867	1.222412	-0.905273	-0.577881
46488		-6.470987	3.338084	6.924869	-0.140969	0.027628	-0.087751	1.222412	-0.907471	-0.571533
46489		-6.556825	3.132127	6.843943	-0.217771	-0.047379	-0.119169	1.215820	-0.907471	-0.567139
46490		-6.309136	2.685185	7.012803	-0.266546	-0.091883	-0.113679	1.213623	-0.912109	-0.567139
46491		-6.349819	1.924735	7.532034	-0.220947	-0.051381	-0.121061	1.211426	-0.909912	-0.565186
46492		-6.670349	1.854740	7.409730	-0.164574	0.018271	-0.129595	1.204590	-0.905273	-0.558838
46493		-6.507613	2.159060	7.474230	-0.144775	0.035538	-0.124849	1.207031	-0.918701	-0.554199
46494		-6.475115	1.904134	7.372403	-0.125812	0.062712	-0.117305	1.198242	-0.920898	-0.556396
46495		-6.556574	1.735359	7.271729	-0.095601	0.086997	-0.090311	1.196289	-0.927734	-0.549805
46496		-6.460267	1.387875	7.338634	-0.080141	0.097052	-0.071846	1.194092	-0.927734	-0.547607
46497		-6.490130	1.632683	7.303240	-0.053110	0.120516	-0.045952	1.187744	-0.938721	-0.536865
46498		-6.713918	2.349472	7.136754	-0.050440	0.129098	-0.037054	1.183350	-0.938721	-0.543213
46499		-6.691467	2.382093	7.098063	-0.058097	0.136581	-0.042270	1.185547	-0.943115	-0.534424
46500		-6.800838	2.437914	6.816625	-0.072524	0.134921	-0.061141	1.181641	-0.956543	-0.534180
46501		-6.283817	2.510737	7.129864	-0.094949	0.121104	-0.076059	1.179443	-0.956543	-0.534180
46502		-6.433804	2.487279	7.098801	-0.119803	0.110165	-0.103099	1.170654	-0.958740	-0.534180
46503		-6.674770	1.851663	7.022808	-0.125151	0.097257	-0.101204	1.177490	-0.967773	-0.527588
46504		-6.901016	1.725953	6.953440	-0.120544	0.074959	-0.084479	1.173096	-0.972168	-0.531738
46505		-6.911971	1.984360	6.869337	-0.128498	0.062690	-0.080570	1.173096	-0.972168	-0.529541
46506		-6.523196	2.206838	7.169332	-0.126625	0.051204	-0.072771	1.168945	-0.978760	-0.533691
