// General information: 
//  MT Manager version: 2021.0.0 
//  XDA version: 2021.0.0 build 5908 rev 109668 built on 2021-04-19
// Device information: 
//  DeviceId: 00B44077
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z
46467		11.703962	0.806109	-0.619556	0.701318	-1.867816	0.706241	-1.037109	0.821533	0.568359
46468		13.061693	-0.576260	0.590833	0.517633	-1.872946	0.684088	-1.017334	0.828369	0.585938
46469		12.360824	-1.237308	0.554156	0.691765	-2.004843	0.603334	-0.997559	0.835205	0.601318
46470		12.744321	-0.278581	1.731060	0.737016	-2.184214	0.555607	-0.980225	0.851074	0.616455
46471		13.218142	-0.816643	1.582875	0.747786	-2.268829	0.533982	-0.949463	0.864746	0.634033
46472		12.526023	-1.209220	0.883970	0.760773	-2.347447	0.490804	-0.931885	0.867188	0.649414
46473		12.237645	-1.177035	-1.708215	0.716302	-2.502242	0.485157	-0.903564	0.887451	0.666748
46474		13.406867	-1.193873	-2.361523	1.134105	-2.695814	0.580841	-0.877197	0.894531	0.679932
46475		16.281402	-0.325369	1.682223	1.515465	-2.929164	0.711014	-0.851074	0.914795	0.690674
46476		17.635460	1.108629	-0.279457	1.600046	-2.959101	0.753182	-0.813965	0.935059	0.694824
46477		17.420330	3.194072	0.337539	1.667530	-2.966418	0.798356	-0.779053	0.953369	0.705566
46478		15.706486	2.688787	-2.642778	1.331707	-2.852782	0.872647	-0.752930	0.967041	0.718506
46479		13.528737	2.006376	-3.030260	1.476278	-2.706899	0.883665	-0.713379	0.985107	0.722656
46480		11.880775	1.068501	-4.913727	1.031360	-2.467891	0.792819	-0.689209	0.996582	0.729248
46481		9.602535	-0.840419	-8.741140	0.707528	-2.327160	0.690719	-0.662842	1.003662	0.738037
46482		7.317962	-2.119690	-10.453987	0.459829	-2.382757	0.627614	-0.634033	1.008301	0.755615
46483		7.908372	-4.578628	-11.036527	0.652858	-2.437412	0.584044	-0.609863	1.017578	0.760010
46484		8.658024	-5.396501	-8.292781	1.323885	-2.193170	0.536607	-0.585693	1.026611	0.766602
46485		8.180985	-4.496590	-7.512735	1.661441	-1.942357	0.432343	-0.559570	1.046875	0.761719
46486		7.726548	-3.145777	-5.133861	1.931652	-1.546157	0.312628	-0.549072	1.060303	0.754883
