// General information: 
//  MT Manager version: 2021.0.0 
//  XDA version: 2021.0.0 build 5908 rev 109668 built on 2021-04-19
// Device information: 
//  DeviceId: 00B44076
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z
46467		12.574815	-1.753437	1.042651	3.252774	-0.918394	0.298400	-1.440674	0.419678	-0.311768
46468		8.646640	1.473766	-3.576040	3.992419	-1.229170	0.199444	-1.440430	0.412598	-0.309326
46469		8.334148	5.857057	-3.585097	3.873974	-1.693836	0.398992	-1.447021	0.405518	-0.298340
46470		13.551795	14.367629	-0.420651	2.435743	-1.785940	0.644520	-1.454102	0.412354	-0.281250
46471		14.513503	12.997674	-0.491947	-0.381899	-1.682566	0.845602	-1.452393	0.431152	-0.249023
46472		12.242650	2.623758	-1.262672	-2.070515	-1.619380	0.763840	-1.448730	0.449951	-0.214600
46473		11.009772	-6.337453	-0.883777	-2.011749	-1.579695	0.608779	-1.451416	0.459229	-0.177979
46474		10.182172	-12.091451	-1.870179	-1.081710	-1.686993	0.630652	-1.454346	0.480225	-0.141357
46475		9.921009	-13.082510	-2.169261	0.326368	-1.843807	0.769018	-1.445801	0.489502	-0.124268
46476		9.497420	-7.802575	-1.646607	1.376512	-1.763173	0.787431	-1.441895	0.508301	-0.104980
46477		8.494195	-1.626571	-1.786579	1.500019	-1.554080	0.632531	-1.444092	0.508057	-0.092041
46478		8.209104	1.679520	-1.279907	0.687213	-1.355469	0.528962	-1.430908	0.519775	-0.070313
46479		9.619700	2.887880	-1.080570	-0.419197	-1.248457	0.566695	-1.438232	0.533936	-0.051270
46480		10.905005	1.644247	-1.504570	-1.223040	-1.162592	0.599827	-1.438965	0.550293	-0.027588
46481		11.289253	0.416038	-2.491419	-1.293489	-1.122613	0.551355	-1.427979	0.557129	-0.001465
46482		10.696627	-0.441152	-2.919547	-0.968320	-1.085583	0.471088	-1.421631	0.568848	0.022217
46483		10.355650	-0.304686	-2.235218	-0.514289	-1.054994	0.446673	-1.417480	0.580566	0.039307
46484		10.174902	-0.655958	-1.476562	-0.147409	-1.034631	0.480284	-1.415527	0.589844	0.056641
46485		10.532366	-0.645391	-0.857357	-0.006873	-1.003770	0.476311	-1.413574	0.596924	0.069580
46486		10.429820	-0.752893	-0.214367	-0.217775	-0.911067	0.434328	-1.406982	0.604004	0.088867
46487		9.926877	-1.565977	-0.261304	-0.608995	-0.808854	0.394749	-1.403076	0.617920	0.099609
46488		9.542637	-2.929646	-0.849663	-0.728756	-0.737780	0.365355	-1.396240	0.622559	0.119141
46489		9.433898	-3.007539	-1.440240	-0.701328	-0.680653	0.351884	-1.392090	0.627441	0.134277
46490		9.563263	-2.444862	-1.922183	-0.637037	-0.610421	0.330440	-1.389893	0.632080	0.145020
46491		9.685750	-1.994985	-1.843064	-0.420174	-0.556937	0.307405	-1.385742	0.643799	0.153564
46492		10.082220	-1.269230	-1.487549	-0.320782	-0.506623	0.278962	-1.383789	0.648438	0.162109
46493		10.291433	-0.809192	-1.340410	-0.459472	-0.470547	0.272937	-1.379150	0.650635	0.177490
46494		10.099343	-0.634565	-1.512623	-0.547413	-0.428719	0.277490	-1.379639	0.662354	0.187988
46495		9.988331	-0.302555	-1.296449	-0.704396	-0.389370	0.268831	-1.373047	0.664795	0.200928
46496		9.929048	-0.494699	-1.003906	-0.944786	-0.369390	0.265269	-1.371094	0.676514	0.216064
46497		10.142406	-1.422634	-0.631654	-1.069353	-0.374636	0.246525	-1.366455	0.674072	0.224854
46498		10.157281	-2.048635	-0.125025	-1.057065	-0.391026	0.239856	-1.364502	0.678711	0.242188
46499		9.578502	-2.625747	0.243439	-0.886683	-0.428922	0.222354	-1.362549	0.687988	0.248535
46500		9.210222	-2.415863	0.650393	-0.715104	-0.491661	0.197443	-1.362549	0.685791	0.261475
46501		9.301991	-2.413742	0.679541	-0.592042	-0.555773	0.171739	-1.353516	0.690430	0.274658
46502		9.353491	-1.929408	0.406318	-0.418926	-0.613509	0.164405	-1.348877	0.690430	0.287842
46503		9.210340	-1.513667	0.097470	-0.381423	-0.655447	0.148094	-1.344727	0.697510	0.300781
46504		9.090344	-1.007219	-0.055823	-0.409749	-0.714309	0.140699	-1.342529	0.697266	0.315918
46505		9.283789	-1.243513	-0.470782	-0.565222	-0.756808	0.136256	-1.338135	0.702148	0.328857
46506		9.487094	-1.662719	-0.792033	-0.596034	-0.783866	0.140773	-1.333740	0.706787	0.346191
